"","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"10755","2007M10","Índice","10 Enseñanza",74.694
"10756","2007M09","Índice","10 Enseñanza",72.929
"10757","2007M08","Índice","10 Enseñanza",72.39
"10758","2007M07","Índice","10 Enseñanza",72.385
"10759","2007M06","Índice","10 Enseñanza",72.337
"10760","2007M05","Índice","10 Enseñanza",72.321
"10761","2007M04","Índice","10 Enseñanza",72.317
"10762","2007M03","Índice","10 Enseñanza",72.302
"10763","2007M02","Índice","10 Enseñanza",72.282
"10764","2007M01","Índice","10 Enseñanza",72.234
"10765","2006M12","Índice","10 Enseñanza",71.987
"10766","2006M11","Índice","10 Enseñanza",71.903
"10767","2006M10","Índice","10 Enseñanza",71.48
"10768","2006M09","Índice","10 Enseñanza",69.781
"10769","2006M08","Índice","10 Enseñanza",69.251
"10770","2006M07","Índice","10 Enseñanza",69.233
"10771","2006M06","Índice","10 Enseñanza",69.186
"10772","2006M05","Índice","10 Enseñanza",69.18
"10773","2006M04","Índice","10 Enseñanza",69.175
"10774","2006M03","Índice","10 Enseñanza",69.129
"10775","2006M02","Índice","10 Enseñanza",69.102
"10776","2006M01","Índice","10 Enseñanza",69.052
"10777","2005M12","Índice","10 Enseñanza",68.948
"10778","2005M11","Índice","10 Enseñanza",68.913
"10779","2005M10","Índice","10 Enseñanza",68.741
"10780","2005M09","Índice","10 Enseñanza",67.118
"10781","2005M08","Índice","10 Enseñanza",66.628
"10782","2005M07","Índice","10 Enseñanza",66.62
"10783","2005M06","Índice","10 Enseñanza",66.593
"10784","2005M05","Índice","10 Enseñanza",66.582
"10785","2005M04","Índice","10 Enseñanza",66.575
"10786","2005M03","Índice","10 Enseñanza",66.552
"10787","2005M02","Índice","10 Enseñanza",66.532
"10788","2005M01","Índice","10 Enseñanza",66.514
"10789","2004M12","Índice","10 Enseñanza",66.238
"10790","2004M11","Índice","10 Enseñanza",66.171
"10791","2004M10","Índice","10 Enseñanza",65.763
"10792","2004M09","Índice","10 Enseñanza",64.467
"10793","2004M08","Índice","10 Enseñanza",63.928
"10794","2004M07","Índice","10 Enseñanza",63.917
"10795","2004M06","Índice","10 Enseñanza",63.893
"10796","2004M05","Índice","10 Enseñanza",63.885
"10797","2004M04","Índice","10 Enseñanza",63.873
"10798","2004M03","Índice","10 Enseñanza",63.85
"10799","2004M02","Índice","10 Enseñanza",63.835
"10800","2004M01","Índice","10 Enseñanza",63.759
"10801","2003M12","Índice","10 Enseñanza",63.576
"10802","2003M11","Índice","10 Enseñanza",63.535
"10803","2003M10","Índice","10 Enseñanza",63.4
"10804","2003M09","Índice","10 Enseñanza",61.959
"10805","2003M08","Índice","10 Enseñanza",61.518
"10806","2003M07","Índice","10 Enseñanza",61.507
"10807","2003M06","Índice","10 Enseñanza",61.483
"10808","2003M05","Índice","10 Enseñanza",61.449
"10809","2003M04","Índice","10 Enseñanza",61.435
"10810","2003M03","Índice","10 Enseñanza",61.43
"10811","2003M02","Índice","10 Enseñanza",61.389
"10812","2003M01","Índice","10 Enseñanza",61.016
"10813","2002M12","Índice","10 Enseñanza",60.934
"10814","2002M11","Índice","10 Enseñanza",60.587
"10815","2002M10","Índice","10 Enseñanza",60.469
"10816","2002M09","Índice","10 Enseñanza",59.018
"10817","2002M08","Índice","10 Enseñanza",58.603
"10818","2002M07","Índice","10 Enseñanza",58.587
"10819","2002M06","Índice","10 Enseñanza",58.571
"10820","2002M05","Índice","10 Enseñanza",58.563
"10821","2002M04","Índice","10 Enseñanza",58.556
"10822","2002M03","Índice","10 Enseñanza",58.496
"10823","2002M02","Índice","10 Enseñanza",58.43
"10824","2002M01","Índice","10 Enseñanza",58.352
"10825","2023M12","Variación mensual","10 Enseñanza",0
"10826","2023M11","Variación mensual","10 Enseñanza",0.2
"10827","2023M10","Variación mensual","10 Enseñanza",1.1
"10828","2023M09","Variación mensual","10 Enseñanza",1.3
"10829","2023M08","Variación mensual","10 Enseñanza",0
"10830","2023M07","Variación mensual","10 Enseñanza",0
"10831","2023M06","Variación mensual","10 Enseñanza",0
"10832","2023M05","Variación mensual","10 Enseñanza",0
"10833","2023M04","Variación mensual","10 Enseñanza",0
"10834","2023M03","Variación mensual","10 Enseñanza",0
"10835","2023M02","Variación mensual","10 Enseñanza",0
"10836","2023M01","Variación mensual","10 Enseñanza",0.2
"10837","2022M12","Variación mensual","10 Enseñanza",-0.1
"10838","2022M11","Variación mensual","10 Enseñanza",0.1
"10839","2022M10","Variación mensual","10 Enseñanza",0.7
"10840","2022M09","Variación mensual","10 Enseñanza",0.7
"10841","2022M08","Variación mensual","10 Enseñanza",0
"10842","2022M07","Variación mensual","10 Enseñanza",0
"10843","2022M06","Variación mensual","10 Enseñanza",0
"10844","2022M05","Variación mensual","10 Enseñanza",0
"10845","2022M04","Variación mensual","10 Enseñanza",0
"10846","2022M03","Variación mensual","10 Enseñanza",0
"10847","2022M02","Variación mensual","10 Enseñanza",0
"10848","2022M01","Variación mensual","10 Enseñanza",0
"10849","2021M12","Variación mensual","10 Enseñanza",0
"10850","2021M11","Variación mensual","10 Enseñanza",0.1
"10851","2021M10","Variación mensual","10 Enseñanza",0.4
"10852","2021M09","Variación mensual","10 Enseñanza",0.6
"10853","2021M08","Variación mensual","10 Enseñanza",0
"10854","2021M07","Variación mensual","10 Enseñanza",0
"10855","2021M06","Variación mensual","10 Enseñanza",0
"10856","2021M05","Variación mensual","10 Enseñanza",0
"10857","2021M04","Variación mensual","10 Enseñanza",0
"10858","2021M03","Variación mensual","10 Enseñanza",0
"10859","2021M02","Variación mensual","10 Enseñanza",0
"10860","2021M01","Variación mensual","10 Enseñanza",0
"10861","2020M12","Variación mensual","10 Enseñanza",0
"10862","2020M11","Variación mensual","10 Enseñanza",0.1
"10863","2020M10","Variación mensual","10 Enseñanza",-0.8
"10864","2020M09","Variación mensual","10 Enseñanza",0.5
"10865","2020M08","Variación mensual","10 Enseñanza",0
"10866","2020M07","Variación mensual","10 Enseñanza",0
"10867","2020M06","Variación mensual","10 Enseñanza",0
"10868","2020M05","Variación mensual","10 Enseñanza",0
"10869","2020M04","Variación mensual","10 Enseñanza",0
"10870","2020M03","Variación mensual","10 Enseñanza",0
"10871","2020M02","Variación mensual","10 Enseñanza",0
"10872","2020M01","Variación mensual","10 Enseñanza",0
"10873","2019M12","Variación mensual","10 Enseñanza",0
"10874","2019M11","Variación mensual","10 Enseñanza",0
"10875","2019M10","Variación mensual","10 Enseñanza",0.6
"10876","2019M09","Variación mensual","10 Enseñanza",0.1
"10877","2019M08","Variación mensual","10 Enseñanza",0
"10878","2019M07","Variación mensual","10 Enseñanza",0
"10879","2019M06","Variación mensual","10 Enseñanza",0
"10880","2019M05","Variación mensual","10 Enseñanza",0
"10881","2019M04","Variación mensual","10 Enseñanza",0
"10882","2019M03","Variación mensual","10 Enseñanza",0
"10883","2019M02","Variación mensual","10 Enseñanza",0
"10884","2019M01","Variación mensual","10 Enseñanza",0
"10885","2018M12","Variación mensual","10 Enseñanza",0
"10886","2018M11","Variación mensual","10 Enseñanza",0.3
"10887","2018M10","Variación mensual","10 Enseñanza",0.2
"10888","2018M09","Variación mensual","10 Enseñanza",0.4
"10889","2018M08","Variación mensual","10 Enseñanza",0
"10890","2018M07","Variación mensual","10 Enseñanza",0
"10891","2018M06","Variación mensual","10 Enseñanza",0
"10892","2018M05","Variación mensual","10 Enseñanza",0
"10893","2018M04","Variación mensual","10 Enseñanza",0
"10894","2018M03","Variación mensual","10 Enseñanza",0
"10895","2018M02","Variación mensual","10 Enseñanza",0
"10896","2018M01","Variación mensual","10 Enseñanza",0
"10897","2017M12","Variación mensual","10 Enseñanza",0
"10898","2017M11","Variación mensual","10 Enseñanza",0
"10899","2017M10","Variación mensual","10 Enseñanza",0.5
"10900","2017M09","Variación mensual","10 Enseñanza",0.1
"10901","2017M08","Variación mensual","10 Enseñanza",0
"10902","2017M07","Variación mensual","10 Enseñanza",0
"10903","2017M06","Variación mensual","10 Enseñanza",0
"10904","2017M05","Variación mensual","10 Enseñanza",0
"10905","2017M04","Variación mensual","10 Enseñanza",0
"10906","2017M03","Variación mensual","10 Enseñanza",0
"10907","2017M02","Variación mensual","10 Enseñanza",0
"10908","2017M01","Variación mensual","10 Enseñanza",0
"10909","2016M12","Variación mensual","10 Enseñanza",0
"10910","2016M11","Variación mensual","10 Enseñanza",0.1
"10911","2016M10","Variación mensual","10 Enseñanza",0.5
"10912","2016M09","Variación mensual","10 Enseñanza",0.3
"10913","2016M08","Variación mensual","10 Enseñanza",0
"10914","2016M07","Variación mensual","10 Enseñanza",0
"10915","2016M06","Variación mensual","10 Enseñanza",0
"10916","2016M05","Variación mensual","10 Enseñanza",0
"10917","2016M04","Variación mensual","10 Enseñanza",0
"10918","2016M03","Variación mensual","10 Enseñanza",0
"10919","2016M02","Variación mensual","10 Enseñanza",0
"10920","2016M01","Variación mensual","10 Enseñanza",0
"10921","2015M12","Variación mensual","10 Enseñanza",0
"10922","2015M11","Variación mensual","10 Enseñanza",0
"10923","2015M10","Variación mensual","10 Enseñanza",0.2
"10924","2015M09","Variación mensual","10 Enseñanza",0.3
"10925","2015M08","Variación mensual","10 Enseñanza",0
"10926","2015M07","Variación mensual","10 Enseñanza",0
"10927","2015M06","Variación mensual","10 Enseñanza",0
"10928","2015M05","Variación mensual","10 Enseñanza",0
"10929","2015M04","Variación mensual","10 Enseñanza",0
"10930","2015M03","Variación mensual","10 Enseñanza",0
"10931","2015M02","Variación mensual","10 Enseñanza",0
"10932","2015M01","Variación mensual","10 Enseñanza",0
"10933","2014M12","Variación mensual","10 Enseñanza",0
"10934","2014M11","Variación mensual","10 Enseñanza",0.1
"10935","2014M10","Variación mensual","10 Enseñanza",0.8
"10936","2014M09","Variación mensual","10 Enseñanza",0.4
"10937","2014M08","Variación mensual","10 Enseñanza",0
"10938","2014M07","Variación mensual","10 Enseñanza",0
"10939","2014M06","Variación mensual","10 Enseñanza",0
"10940","2014M05","Variación mensual","10 Enseñanza",0
"10941","2014M04","Variación mensual","10 Enseñanza",0
"10942","2014M03","Variación mensual","10 Enseñanza",0
"10943","2014M02","Variación mensual","10 Enseñanza",0
"10944","2014M01","Variación mensual","10 Enseñanza",0
"10945","2013M12","Variación mensual","10 Enseñanza",0
"10946","2013M11","Variación mensual","10 Enseñanza",0
"10947","2013M10","Variación mensual","10 Enseñanza",1.5
"10948","2013M09","Variación mensual","10 Enseñanza",0.3
"10949","2013M08","Variación mensual","10 Enseñanza",0
"10950","2013M07","Variación mensual","10 Enseñanza",0
"10951","2013M06","Variación mensual","10 Enseñanza",0
"10952","2013M05","Variación mensual","10 Enseñanza",0
"10953","2013M04","Variación mensual","10 Enseñanza",0
"10954","2013M03","Variación mensual","10 Enseñanza",0
"10955","2013M02","Variación mensual","10 Enseñanza",0
"10956","2013M01","Variación mensual","10 Enseñanza",0
"10957","2012M12","Variación mensual","10 Enseñanza",0.1
"10958","2012M11","Variación mensual","10 Enseñanza",0
"10959","2012M10","Variación mensual","10 Enseñanza",9.2
"10960","2012M09","Variación mensual","10 Enseñanza",0.9
"10961","2012M08","Variación mensual","10 Enseñanza",0
"10962","2012M07","Variación mensual","10 Enseñanza",0
"10963","2012M06","Variación mensual","10 Enseñanza",0
"10964","2012M05","Variación mensual","10 Enseñanza",0
"10965","2012M04","Variación mensual","10 Enseñanza",0
"10966","2012M03","Variación mensual","10 Enseñanza",0
"10967","2012M02","Variación mensual","10 Enseñanza",0
"10968","2012M01","Variación mensual","10 Enseñanza",0.1
"10969","2011M12","Variación mensual","10 Enseñanza",0
"10970","2011M11","Variación mensual","10 Enseñanza",0.1
"10971","2011M10","Variación mensual","10 Enseñanza",2
"10972","2011M09","Variación mensual","10 Enseñanza",0.6
"10973","2011M08","Variación mensual","10 Enseñanza",0
"10974","2011M07","Variación mensual","10 Enseñanza",0
"10975","2011M06","Variación mensual","10 Enseñanza",0
"10976","2011M05","Variación mensual","10 Enseñanza",0
"10977","2011M04","Variación mensual","10 Enseñanza",0
"10978","2011M03","Variación mensual","10 Enseñanza",-0.1
"10979","2011M02","Variación mensual","10 Enseñanza",0
"10980","2011M01","Variación mensual","10 Enseñanza",0.1
"10981","2010M12","Variación mensual","10 Enseñanza",0
"10982","2010M11","Variación mensual","10 Enseñanza",0.1
"10983","2010M10","Variación mensual","10 Enseñanza",1.4
"10984","2010M09","Variación mensual","10 Enseñanza",0.6
"10985","2010M08","Variación mensual","10 Enseñanza",0
"10986","2010M07","Variación mensual","10 Enseñanza",0
"10987","2010M06","Variación mensual","10 Enseñanza",0
"10988","2010M05","Variación mensual","10 Enseñanza",0
"10989","2010M04","Variación mensual","10 Enseñanza",0
"10990","2010M03","Variación mensual","10 Enseñanza",0
"10991","2010M02","Variación mensual","10 Enseñanza",0
"10992","2010M01","Variación mensual","10 Enseñanza",0
"10993","2009M12","Variación mensual","10 Enseñanza",0
"10994","2009M11","Variación mensual","10 Enseñanza",0.1
"10995","2009M10","Variación mensual","10 Enseñanza",1.6
"10996","2009M09","Variación mensual","10 Enseñanza",0.7
"10997","2009M08","Variación mensual","10 Enseñanza",0
"10998","2009M07","Variación mensual","10 Enseñanza",0
"10999","2009M06","Variación mensual","10 Enseñanza",0
"11000","2009M05","Variación mensual","10 Enseñanza",0
"11001","2009M04","Variación mensual","10 Enseñanza",0
"11002","2009M03","Variación mensual","10 Enseñanza",0.1
"11003","2009M02","Variación mensual","10 Enseñanza",0
"11004","2009M01","Variación mensual","10 Enseñanza",0.1
"11005","2008M12","Variación mensual","10 Enseñanza",0.1
"11006","2008M11","Variación mensual","10 Enseñanza",-0.4
"11007","2008M10","Variación mensual","10 Enseñanza",2.7
"11008","2008M09","Variación mensual","10 Enseñanza",1.2
"11009","2008M08","Variación mensual","10 Enseñanza",0
"11010","2008M07","Variación mensual","10 Enseñanza",0.1
"11011","2008M06","Variación mensual","10 Enseñanza",0
"11012","2008M05","Variación mensual","10 Enseñanza",0
"11013","2008M04","Variación mensual","10 Enseñanza",0.1
"11014","2008M03","Variación mensual","10 Enseñanza",0
"11015","2008M02","Variación mensual","10 Enseñanza",0
"11016","2008M01","Variación mensual","10 Enseñanza",0.1
"11017","2007M12","Variación mensual","10 Enseñanza",0.1
"11018","2007M11","Variación mensual","10 Enseñanza",0.2
"11019","2007M10","Variación mensual","10 Enseñanza",2.4
"11020","2007M09","Variación mensual","10 Enseñanza",0.7
"11021","2007M08","Variación mensual","10 Enseñanza",0
"11022","2007M07","Variación mensual","10 Enseñanza",0.1
"11023","2007M06","Variación mensual","10 Enseñanza",0
"11024","2007M05","Variación mensual","10 Enseñanza",0
"11025","2007M04","Variación mensual","10 Enseñanza",0
"11026","2007M03","Variación mensual","10 Enseñanza",0
"11027","2007M02","Variación mensual","10 Enseñanza",0.1
"11028","2007M01","Variación mensual","10 Enseñanza",0.3
"11029","2006M12","Variación mensual","10 Enseñanza",0.1
"11030","2006M11","Variación mensual","10 Enseñanza",0.6
"11031","2006M10","Variación mensual","10 Enseñanza",2.4
"11032","2006M09","Variación mensual","10 Enseñanza",0.8
"11033","2006M08","Variación mensual","10 Enseñanza",0
"11034","2006M07","Variación mensual","10 Enseñanza",0.1
"11035","2006M06","Variación mensual","10 Enseñanza",0
"11036","2006M05","Variación mensual","10 Enseñanza",0
"11037","2006M04","Variación mensual","10 Enseñanza",0.1
"11038","2006M03","Variación mensual","10 Enseñanza",0
"11039","2006M02","Variación mensual","10 Enseñanza",0.1
"11040","2006M01","Variación mensual","10 Enseñanza",0.2
"11041","2005M12","Variación mensual","10 Enseñanza",0.1
"11042","2005M11","Variación mensual","10 Enseñanza",0.3
"11043","2005M10","Variación mensual","10 Enseñanza",2.4
"11044","2005M09","Variación mensual","10 Enseñanza",0.7
"11045","2005M08","Variación mensual","10 Enseñanza",0
"11046","2005M07","Variación mensual","10 Enseñanza",0
"11047","2005M06","Variación mensual","10 Enseñanza",0
"11048","2005M05","Variación mensual","10 Enseñanza",0
"11049","2005M04","Variación mensual","10 Enseñanza",0
"11050","2005M03","Variación mensual","10 Enseñanza",0
"11051","2005M02","Variación mensual","10 Enseñanza",0
"11052","2005M01","Variación mensual","10 Enseñanza",0.4
"11053","2004M12","Variación mensual","10 Enseñanza",0.1
"11054","2004M11","Variación mensual","10 Enseñanza",0.6
"11055","2004M10","Variación mensual","10 Enseñanza",2
"11056","2004M09","Variación mensual","10 Enseñanza",0.8
"11057","2004M08","Variación mensual","10 Enseñanza",0
"11058","2004M07","Variación mensual","10 Enseñanza",0
"11059","2004M06","Variación mensual","10 Enseñanza",0
"11060","2004M05","Variación mensual","10 Enseñanza",0
"11061","2004M04","Variación mensual","10 Enseñanza",0
"11062","2004M03","Variación mensual","10 Enseñanza",0
"11063","2004M02","Variación mensual","10 Enseñanza",0.1
"11064","2004M01","Variación mensual","10 Enseñanza",0.3
"11065","2003M12","Variación mensual","10 Enseñanza",0.1
"11066","2003M11","Variación mensual","10 Enseñanza",0.2
"11067","2003M10","Variación mensual","10 Enseñanza",2.3
"11068","2003M09","Variación mensual","10 Enseñanza",0.7
"11069","2003M08","Variación mensual","10 Enseñanza",0
"11070","2003M07","Variación mensual","10 Enseñanza",0
"11071","2003M06","Variación mensual","10 Enseñanza",0.1
"11072","2003M05","Variación mensual","10 Enseñanza",0
"11073","2003M04","Variación mensual","10 Enseñanza",0
"11074","2003M03","Variación mensual","10 Enseñanza",0.1
"11075","2003M02","Variación mensual","10 Enseñanza",0.6
"11076","2003M01","Variación mensual","10 Enseñanza",0.1
"11077","2002M12","Variación mensual","10 Enseñanza",0.6
"11078","2002M11","Variación mensual","10 Enseñanza",0.2
"11079","2002M10","Variación mensual","10 Enseñanza",2.5
"11080","2002M09","Variación mensual","10 Enseñanza",0.7
"11081","2002M08","Variación mensual","10 Enseñanza",0
"11082","2002M07","Variación mensual","10 Enseñanza",0
"11083","2002M06","Variación mensual","10 Enseñanza",0
"11084","2002M05","Variación mensual","10 Enseñanza",0
"11085","2002M04","Variación mensual","10 Enseñanza",0.1
"11086","2002M03","Variación mensual","10 Enseñanza",0.1
"11087","2002M02","Variación mensual","10 Enseñanza",0.1
"11088","2002M01","Variación mensual","10 Enseñanza",0.3
"11089","2023M12","Variación anual","10 Enseñanza",3
"11090","2023M11","Variación anual","10 Enseñanza",2.8
"11091","2023M10","Variación anual","10 Enseñanza",2.7
"11092","2023M09","Variación anual","10 Enseñanza",2.2
"11093","2023M08","Variación anual","10 Enseñanza",1.6
"11094","2023M07","Variación anual","10 Enseñanza",1.6
"11095","2023M06","Variación anual","10 Enseñanza",1.6
"11096","2023M05","Variación anual","10 Enseñanza",1.6
"11097","2023M04","Variación anual","10 Enseñanza",1.6
"11098","2023M03","Variación anual","10 Enseñanza",1.6
"11099","2023M02","Variación anual","10 Enseñanza",1.6
"11100","2023M01","Variación anual","10 Enseñanza",1.5
"11101","2022M12","Variación anual","10 Enseñanza",1.4
"11102","2022M11","Variación anual","10 Enseñanza",1.5
"11103","2022M10","Variación anual","10 Enseñanza",1.5
"11104","2022M09","Variación anual","10 Enseñanza",1.2
"11105","2022M08","Variación anual","10 Enseñanza",1.2
"11106","2022M07","Variación anual","10 Enseñanza",1.2
"11107","2022M06","Variación anual","10 Enseñanza",1.2
"11108","2022M05","Variación anual","10 Enseñanza",1.2
"11109","2022M04","Variación anual","10 Enseñanza",1.2
"11110","2022M03","Variación anual","10 Enseñanza",1.2
"11111","2022M02","Variación anual","10 Enseñanza",1.2
"11112","2022M01","Variación anual","10 Enseñanza",1.2
"11113","2021M12","Variación anual","10 Enseñanza",1.2
"11114","2021M11","Variación anual","10 Enseñanza",1.2
"11115","2021M10","Variación anual","10 Enseñanza",1.1
"11116","2021M09","Variación anual","10 Enseñanza",0
"11117","2021M08","Variación anual","10 Enseñanza",-0.2
"11118","2021M07","Variación anual","10 Enseñanza",-0.2
"11119","2021M06","Variación anual","10 Enseñanza",-0.2
"11120","2021M05","Variación anual","10 Enseñanza",-0.2
"11121","2021M04","Variación anual","10 Enseñanza",-0.2
"11122","2021M03","Variación anual","10 Enseñanza",-0.2
"11123","2021M02","Variación anual","10 Enseñanza",-0.2
"11124","2021M01","Variación anual","10 Enseñanza",-0.2
"11125","2020M12","Variación anual","10 Enseñanza",-0.2
"11126","2020M11","Variación anual","10 Enseñanza",-0.2
"11127","2020M10","Variación anual","10 Enseñanza",-0.2
"11128","2020M09","Variación anual","10 Enseñanza",1.2
"11129","2020M08","Variación anual","10 Enseñanza",0.8
"11130","2020M07","Variación anual","10 Enseñanza",0.8
"11131","2020M06","Variación anual","10 Enseñanza",0.8
"11132","2020M05","Variación anual","10 Enseñanza",0.8
"11133","2020M04","Variación anual","10 Enseñanza",0.9
"11134","2020M03","Variación anual","10 Enseñanza",0.9
"11135","2020M02","Variación anual","10 Enseñanza",0.9
"11136","2020M01","Variación anual","10 Enseñanza",0.9
"11137","2019M12","Variación anual","10 Enseñanza",0.9
"11138","2019M11","Variación anual","10 Enseñanza",0.9
"11139","2019M10","Variación anual","10 Enseñanza",1.2
"11140","2019M09","Variación anual","10 Enseñanza",0.7
"11141","2019M08","Variación anual","10 Enseñanza",1
"11142","2019M07","Variación anual","10 Enseñanza",1
"11143","2019M06","Variación anual","10 Enseñanza",1
"11144","2019M05","Variación anual","10 Enseñanza",1
"11145","2019M04","Variación anual","10 Enseñanza",1
"11146","2019M03","Variación anual","10 Enseñanza",1
"11147","2019M02","Variación anual","10 Enseñanza",1
"11148","2019M01","Variación anual","10 Enseñanza",1
"11149","2018M12","Variación anual","10 Enseñanza",1
"11150","2018M11","Variación anual","10 Enseñanza",1
"11151","2018M10","Variación anual","10 Enseñanza",0.7
"11152","2018M09","Variación anual","10 Enseñanza",1
"11153","2018M08","Variación anual","10 Enseñanza",0.8
"11154","2018M07","Variación anual","10 Enseñanza",0.8
"11155","2018M06","Variación anual","10 Enseñanza",0.7
"11156","2018M05","Variación anual","10 Enseñanza",0.7
"11157","2018M04","Variación anual","10 Enseñanza",0.7
"11158","2018M03","Variación anual","10 Enseñanza",0.7
"11159","2018M02","Variación anual","10 Enseñanza",0.7
"11160","2018M01","Variación anual","10 Enseñanza",0.7
"11161","2017M12","Variación anual","10 Enseñanza",0.7
"11162","2017M11","Variación anual","10 Enseñanza",0.8
"11163","2017M10","Variación anual","10 Enseñanza",0.8
"11164","2017M09","Variación anual","10 Enseñanza",0.8
"11165","2017M08","Variación anual","10 Enseñanza",1
"11166","2017M07","Variación anual","10 Enseñanza",1
"11167","2017M06","Variación anual","10 Enseñanza",1
"11168","2017M05","Variación anual","10 Enseñanza",1
"11169","2017M04","Variación anual","10 Enseñanza",1
"11170","2017M03","Variación anual","10 Enseñanza",1
"11171","2017M02","Variación anual","10 Enseñanza",1
"11172","2017M01","Variación anual","10 Enseñanza",1
"11173","2016M12","Variación anual","10 Enseñanza",0.9
"11174","2016M11","Variación anual","10 Enseñanza",0.9
"11175","2016M10","Variación anual","10 Enseñanza",0.9
"11176","2016M09","Variación anual","10 Enseñanza",0.5
"11177","2016M08","Variación anual","10 Enseñanza",0.5
"11178","2016M07","Variación anual","10 Enseñanza",0.5
"11179","2016M06","Variación anual","10 Enseñanza",0.5
"11180","2016M05","Variación anual","10 Enseñanza",0.5
"11181","2016M04","Variación anual","10 Enseñanza",0.5
"11182","2016M03","Variación anual","10 Enseñanza",0.5
"11183","2016M02","Variación anual","10 Enseñanza",0.5
"11184","2016M01","Variación anual","10 Enseñanza",0.5
"11185","2015M12","Variación anual","10 Enseñanza",0.5
"11186","2015M11","Variación anual","10 Enseñanza",0.5
"11187","2015M10","Variación anual","10 Enseñanza",0.6
"11188","2015M09","Variación anual","10 Enseñanza",1.1
"11189","2015M08","Variación anual","10 Enseñanza",1.2
"11190","2015M07","Variación anual","10 Enseñanza",1.2
"11191","2015M06","Variación anual","10 Enseñanza",1.2
"11192","2015M05","Variación anual","10 Enseñanza",1.3
"11193","2015M04","Variación anual","10 Enseñanza",1.3
"11194","2015M03","Variación anual","10 Enseñanza",1.3
"11195","2015M02","Variación anual","10 Enseñanza",1.3
"11196","2015M01","Variación anual","10 Enseñanza",1.3
"11197","2014M12","Variación anual","10 Enseñanza",1.2
"11198","2014M11","Variación anual","10 Enseñanza",1.3
"11199","2014M10","Variación anual","10 Enseñanza",1.2
"11200","2014M09","Variación anual","10 Enseñanza",2
"11201","2014M08","Variación anual","10 Enseñanza",2
"11202","2014M07","Variación anual","10 Enseñanza",2
"11203","2014M06","Variación anual","10 Enseñanza",1.9
"11204","2014M05","Variación anual","10 Enseñanza",1.9
"11205","2014M04","Variación anual","10 Enseñanza",1.9
"11206","2014M03","Variación anual","10 Enseñanza",1.9
"11207","2014M02","Variación anual","10 Enseñanza",1.9
"11208","2014M01","Variación anual","10 Enseñanza",1.9
"11209","2013M12","Variación anual","10 Enseñanza",1.9
"11210","2013M11","Variación anual","10 Enseñanza",2
"11211","2013M10","Variación anual","10 Enseñanza",2
"11212","2013M09","Variación anual","10 Enseñanza",9.8
"11213","2013M08","Variación anual","10 Enseñanza",10.4
"11214","2013M07","Variación anual","10 Enseñanza",10.4
"11215","2013M06","Variación anual","10 Enseñanza",10.4
"11216","2013M05","Variación anual","10 Enseñanza",10.4
"11217","2013M04","Variación anual","10 Enseñanza",10.4
"11218","2013M03","Variación anual","10 Enseñanza",10.4
"11219","2013M02","Variación anual","10 Enseñanza",10.4
"11220","2013M01","Variación anual","10 Enseñanza",10.5
"11221","2012M12","Variación anual","10 Enseñanza",10.5
"11222","2012M11","Variación anual","10 Enseñanza",10.4
"11223","2012M10","Variación anual","10 Enseñanza",10.4
"11224","2012M09","Variación anual","10 Enseñanza",3.1
"11225","2012M08","Variación anual","10 Enseñanza",2.8
"11226","2012M07","Variación anual","10 Enseñanza",2.8
"11227","2012M06","Variación anual","10 Enseñanza",2.9
"11228","2012M05","Variación anual","10 Enseñanza",2.9
"11229","2012M04","Variación anual","10 Enseñanza",2.9
"11230","2012M03","Variación anual","10 Enseñanza",2.9
"11231","2012M02","Variación anual","10 Enseñanza",2.8
"11232","2012M01","Variación anual","10 Enseñanza",2.8
"11233","2011M12","Variación anual","10 Enseñanza",2.8
"11234","2011M11","Variación anual","10 Enseñanza",2.8
"11235","2011M10","Variación anual","10 Enseñanza",2.9
"11236","2011M09","Variación anual","10 Enseñanza",2.3
"11237","2011M08","Variación anual","10 Enseñanza",2.2
"11238","2011M07","Variación anual","10 Enseñanza",2.3
"11239","2011M06","Variación anual","10 Enseñanza",2.2
"11240","2011M05","Variación anual","10 Enseñanza",2.2
"11241","2011M04","Variación anual","10 Enseñanza",2.2
"11242","2011M03","Variación anual","10 Enseñanza",2.2
"11243","2011M02","Variación anual","10 Enseñanza",2.3
"11244","2011M01","Variación anual","10 Enseñanza",2.3
"11245","2010M12","Variación anual","10 Enseñanza",2.3
"11246","2010M11","Variación anual","10 Enseñanza",2.3
"11247","2010M10","Variación anual","10 Enseñanza",2.3
"11248","2010M09","Variación anual","10 Enseñanza",2.5
"11249","2010M08","Variación anual","10 Enseñanza",2.6
"11250","2010M07","Variación anual","10 Enseñanza",2.6
"11251","2010M06","Variación anual","10 Enseñanza",2.6
"11252","2010M05","Variación anual","10 Enseñanza",2.6
"11253","2010M04","Variación anual","10 Enseñanza",2.6
"11254","2010M03","Variación anual","10 Enseñanza",2.6
"11255","2010M02","Variación anual","10 Enseñanza",2.6
"11256","2010M01","Variación anual","10 Enseñanza",2.6
"11257","2009M12","Variación anual","10 Enseñanza",2.7
"11258","2009M11","Variación anual","10 Enseñanza",2.7
"11259","2009M10","Variación anual","10 Enseñanza",2.2
"11260","2009M09","Variación anual","10 Enseñanza",3.2
"11261","2009M08","Variación anual","10 Enseñanza",3.8
