"","X","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"7444",7444,"2019M09","Índice","07 Transporte",97.252
"7445",7445,"2019M08","Índice","07 Transporte",97.098
"7446",7446,"2019M07","Índice","07 Transporte",97.19
"7447",7447,"2019M06","Índice","07 Transporte",96.911
"7448",7448,"2019M05","Índice","07 Transporte",98.267
"7449",7449,"2019M04","Índice","07 Transporte",97.82
"7450",7450,"2019M03","Índice","07 Transporte",96.571
"7451",7451,"2019M02","Índice","07 Transporte",95.51
"7452",7452,"2019M01","Índice","07 Transporte",94.141
"7453",7453,"2018M12","Índice","07 Transporte",93.823
"7454",7454,"2018M11","Índice","07 Transporte",96.533
"7455",7455,"2018M10","Índice","07 Transporte",97.884
"7456",7456,"2018M09","Índice","07 Transporte",97.256
"7457",7457,"2018M08","Índice","07 Transporte",96.861
"7458",7458,"2018M07","Índice","07 Transporte",96.712
"7459",7459,"2018M06","Índice","07 Transporte",96.902
"7460",7460,"2018M05","Índice","07 Transporte",96.553
"7461",7461,"2018M04","Índice","07 Transporte",94.816
"7462",7462,"2018M03","Índice","07 Transporte",93.743
"7463",7463,"2018M02","Índice","07 Transporte",93.811
"7464",7464,"2018M01","Índice","07 Transporte",94.355
"7465",7465,"2017M12","Índice","07 Transporte",93.593
"7466",7466,"2017M11","Índice","07 Transporte",93.446
"7467",7467,"2017M10","Índice","07 Transporte",92.604
"7468",7468,"2017M09","Índice","07 Transporte",92.612
"7469",7469,"2017M08","Índice","07 Transporte",92.044
"7470",7470,"2017M07","Índice","07 Transporte",91.305
"7471",7471,"2017M06","Índice","07 Transporte",91.351
"7472",7472,"2017M05","Índice","07 Transporte",91.896
"7473",7473,"2017M04","Índice","07 Transporte",92.937
"7474",7474,"2017M03","Índice","07 Transporte",92.481
"7475",7475,"2017M02","Índice","07 Transporte",92.822
"7476",7476,"2017M01","Índice","07 Transporte",92.687
"7477",7477,"2016M12","Índice","07 Transporte",91.812
"7478",7478,"2016M11","Índice","07 Transporte",90.31
"7479",7479,"2016M10","Índice","07 Transporte",90.631
"7480",7480,"2016M09","Índice","07 Transporte",89.6
"7481",7481,"2016M08","Índice","07 Transporte",89.11
"7482",7482,"2016M07","Índice","07 Transporte",89.156
"7483",7483,"2016M06","Índice","07 Transporte",89.737
"7484",7484,"2016M05","Índice","07 Transporte",88.868
"7485",7485,"2016M04","Índice","07 Transporte",87.544
"7486",7486,"2016M03","Índice","07 Transporte",86.843
"7487",7487,"2016M02","Índice","07 Transporte",85.547
"7488",7488,"2016M01","Índice","07 Transporte",86.161
"7489",7489,"2015M12","Índice","07 Transporte",87.719
"7490",7490,"2015M11","Índice","07 Transporte",89.097
"7491",7491,"2015M10","Índice","07 Transporte",89.096
"7492",7492,"2015M09","Índice","07 Transporte",89.618
"7493",7493,"2015M08","Índice","07 Transporte",90.829
"7494",7494,"2015M07","Índice","07 Transporte",92.954
"7495",7495,"2015M06","Índice","07 Transporte",93.455
"7496",7496,"2015M05","Índice","07 Transporte",93.477
"7497",7497,"2015M04","Índice","07 Transporte",92.216
"7498",7498,"2015M03","Índice","07 Transporte",91.683
"7499",7499,"2015M02","Índice","07 Transporte",89.732
"7500",7500,"2015M01","Índice","07 Transporte",87.798
"7501",7501,"2014M12","Índice","07 Transporte",90.241
"7502",7502,"2014M11","Índice","07 Transporte",93.444
"7503",7503,"2014M10","Índice","07 Transporte",94.502
"7504",7504,"2014M09","Índice","07 Transporte",95.741
"7505",7505,"2014M08","Índice","07 Transporte",96.009
"7506",7506,"2014M07","Índice","07 Transporte",96.283
"7507",7507,"2014M06","Índice","07 Transporte",96.104
"7508",7508,"2014M05","Índice","07 Transporte",95.563
"7509",7509,"2014M04","Índice","07 Transporte",95.466
"7510",7510,"2014M03","Índice","07 Transporte",95.056
"7511",7511,"2014M02","Índice","07 Transporte",95.062
"7512",7512,"2014M01","Índice","07 Transporte",95.09
"7513",7513,"2013M12","Índice","07 Transporte",95.53
"7514",7514,"2013M11","Índice","07 Transporte",95.075
"7515",7515,"2013M10","Índice","07 Transporte",95.528
"7516",7516,"2013M09","Índice","07 Transporte",96.727
"7517",7517,"2013M08","Índice","07 Transporte",96.442
"7518",7518,"2013M07","Índice","07 Transporte",96.152
"7519",7519,"2013M06","Índice","07 Transporte",95.028
"7520",7520,"2013M05","Índice","07 Transporte",94.774
"7521",7521,"2013M04","Índice","07 Transporte",95.571
"7522",7522,"2013M03","Índice","07 Transporte",96.298
"7523",7523,"2013M02","Índice","07 Transporte",96.841
"7524",7524,"2013M01","Índice","07 Transporte",95.51
"7525",7525,"2012M12","Índice","07 Transporte",94.612
"7526",7526,"2012M11","Índice","07 Transporte",94.766
"7527",7527,"2012M10","Índice","07 Transporte",97.541
"7528",7528,"2012M09","Índice","07 Transporte",98.326
"7529",7529,"2012M08","Índice","07 Transporte",96.796
"7530",7530,"2012M07","Índice","07 Transporte",94.832
"7531",7531,"2012M06","Índice","07 Transporte",93.458
"7532",7532,"2012M05","Índice","07 Transporte",94.89
"7533",7533,"2012M04","Índice","07 Transporte",96.227
"7534",7534,"2012M03","Índice","07 Transporte",95.646
"7535",7535,"2012M02","Índice","07 Transporte",94.227
"7536",7536,"2012M01","Índice","07 Transporte",93.461
"7537",7537,"2011M12","Índice","07 Transporte",91.771
"7538",7538,"2011M11","Índice","07 Transporte",91.944
"7539",7539,"2011M10","Índice","07 Transporte",91.581
"7540",7540,"2011M09","Índice","07 Transporte",91.742
"7541",7541,"2011M08","Índice","07 Transporte",91.206
"7542",7542,"2011M07","Índice","07 Transporte",91.383
"7543",7543,"2011M06","Índice","07 Transporte",90.832
"7544",7544,"2011M05","Índice","07 Transporte",91.064
"7545",7545,"2011M04","Índice","07 Transporte",91.818
"7546",7546,"2011M03","Índice","07 Transporte",90.887
"7547",7547,"2011M02","Índice","07 Transporte",89.505
"7548",7548,"2011M01","Índice","07 Transporte",88.77
"7549",7549,"2010M12","Índice","07 Transporte",87.502
"7550",7550,"2010M11","Índice","07 Transporte",85.87
"7551",7551,"2010M10","Índice","07 Transporte",85.121
"7552",7552,"2010M09","Índice","07 Transporte",84.986
"7553",7553,"2010M08","Índice","07 Transporte",84.873
"7554",7554,"2010M07","Índice","07 Transporte",84.811
"7555",7555,"2010M06","Índice","07 Transporte",84.189
"7556",7556,"2010M05","Índice","07 Transporte",84.404
"7557",7557,"2010M04","Índice","07 Transporte",84.018
"7558",7558,"2010M03","Índice","07 Transporte",82.785
"7559",7559,"2010M02","Índice","07 Transporte",81.405
"7560",7560,"2010M01","Índice","07 Transporte",81.453
"7561",7561,"2009M12","Índice","07 Transporte",80.097
"7562",7562,"2009M11","Índice","07 Transporte",80.502
"7563",7563,"2009M10","Índice","07 Transporte",79.592
"7564",7564,"2009M09","Índice","07 Transporte",79.581
"7565",7565,"2009M08","Índice","07 Transporte",80.773
"7566",7566,"2009M07","Índice","07 Transporte",79.87
"7567",7567,"2009M06","Índice","07 Transporte",79.965
"7568",7568,"2009M05","Índice","07 Transporte",78.215
"7569",7569,"2009M04","Índice","07 Transporte",77.608
"7570",7570,"2009M03","Índice","07 Transporte",76.562
"7571",7571,"2009M02","Índice","07 Transporte",76.918
"7572",7572,"2009M01","Índice","07 Transporte",76.655
"7573",7573,"2008M12","Índice","07 Transporte",77.106
"7574",7574,"2008M11","Índice","07 Transporte",79.79
"7575",7575,"2008M10","Índice","07 Transporte",83.221
"7576",7576,"2008M09","Índice","07 Transporte",85.373
"7577",7577,"2008M08","Índice","07 Transporte",86.283
"7578",7578,"2008M07","Índice","07 Transporte",88.302
"7579",7579,"2008M06","Índice","07 Transporte",87.665
"7580",7580,"2008M05","Índice","07 Transporte",86.027
"7581",7581,"2008M04","Índice","07 Transporte",83.9
"7582",7582,"2008M03","Índice","07 Transporte",83.384
"7583",7583,"2008M02","Índice","07 Transporte",82.007
"7584",7584,"2008M01","Índice","07 Transporte",81.732
"7585",7585,"2007M12","Índice","07 Transporte",81.664
"7586",7586,"2007M11","Índice","07 Transporte",80.999
"7587",7587,"2007M10","Índice","07 Transporte",79.902
"7588",7588,"2007M09","Índice","07 Transporte",79.673
"7589",7589,"2007M08","Índice","07 Transporte",79.435
"7590",7590,"2007M07","Índice","07 Transporte",79.847
"7591",7591,"2007M06","Índice","07 Transporte",79.691
"7592",7592,"2007M05","Índice","07 Transporte",79.374
"7593",7593,"2007M04","Índice","07 Transporte",78.617
"7594",7594,"2007M03","Índice","07 Transporte",77.564
"7595",7595,"2007M02","Índice","07 Transporte",76.456
"7596",7596,"2007M01","Índice","07 Transporte",76.18
"7597",7597,"2006M12","Índice","07 Transporte",76.264
"7598",7598,"2006M11","Índice","07 Transporte",75.97
"7599",7599,"2006M10","Índice","07 Transporte",76.176
"7600",7600,"2006M09","Índice","07 Transporte",77.677
"7601",7601,"2006M08","Índice","07 Transporte",79.484
"7602",7602,"2006M07","Índice","07 Transporte",79.363
"7603",7603,"2006M06","Índice","07 Transporte",78.727
"7604",7604,"2006M05","Índice","07 Transporte",78.992
"7605",7605,"2006M04","Índice","07 Transporte",78.105
"7606",7606,"2006M03","Índice","07 Transporte",76.987
"7607",7607,"2006M02","Índice","07 Transporte",76.537
"7608",7608,"2006M01","Índice","07 Transporte",76.015
"7609",7609,"2005M12","Índice","07 Transporte",74.899
"7610",7610,"2005M11","Índice","07 Transporte",75.571
"7611",7611,"2005M10","Índice","07 Transporte",76.967
"7612",7612,"2005M09","Índice","07 Transporte",77.533
"7613",7613,"2005M08","Índice","07 Transporte",75.87
"7614",7614,"2005M07","Índice","07 Transporte",75.04
"7615",7615,"2005M06","Índice","07 Transporte",73.798
"7616",7616,"2005M05","Índice","07 Transporte",73.245
"7617",7617,"2005M04","Índice","07 Transporte",73.169
"7618",7618,"2005M03","Índice","07 Transporte",72.334
"7619",7619,"2005M02","Índice","07 Transporte",71.399
"7620",7620,"2005M01","Índice","07 Transporte",70.427
"7621",7621,"2004M12","Índice","07 Transporte",70.523
"7622",7622,"2004M11","Índice","07 Transporte",71.428
"7623",7623,"2004M10","Índice","07 Transporte",71.865
"7624",7624,"2004M09","Índice","07 Transporte",71.046
"7625",7625,"2004M08","Índice","07 Transporte",70.918
"7626",7626,"2004M07","Índice","07 Transporte",70.179
"7627",7627,"2004M06","Índice","07 Transporte",70.084
"7628",7628,"2004M05","Índice","07 Transporte",69.959
"7629",7629,"2004M04","Índice","07 Transporte",68.827
"7630",7630,"2004M03","Índice","07 Transporte",68.14
"7631",7631,"2004M02","Índice","07 Transporte",67.407
"7632",7632,"2004M01","Índice","07 Transporte",66.987
"7633",7633,"2003M12","Índice","07 Transporte",66.502
"7634",7634,"2003M11","Índice","07 Transporte",66.485
"7635",7635,"2003M10","Índice","07 Transporte",66.457
"7636",7636,"2003M09","Índice","07 Transporte",67.008
"7637",7637,"2003M08","Índice","07 Transporte",67.05
"7638",7638,"2003M07","Índice","07 Transporte",66.65
"7639",7639,"2003M06","Índice","07 Transporte",66.167
"7640",7640,"2003M05","Índice","07 Transporte",66.299
"7641",7641,"2003M04","Índice","07 Transporte",67.033
"7642",7642,"2003M03","Índice","07 Transporte",68.04
"7643",7643,"2003M02","Índice","07 Transporte",67.473
"7644",7644,"2003M01","Índice","07 Transporte",66.841
"7645",7645,"2002M12","Índice","07 Transporte",65.833
"7646",7646,"2002M11","Índice","07 Transporte",65.445
"7647",7647,"2002M10","Índice","07 Transporte",66.341
"7648",7648,"2002M09","Índice","07 Transporte",66.044
"7649",7649,"2002M08","Índice","07 Transporte",65.784
"7650",7650,"2002M07","Índice","07 Transporte",65.585
"7651",7651,"2002M06","Índice","07 Transporte",65.545
"7652",7652,"2002M05","Índice","07 Transporte",66.191
"7653",7653,"2002M04","Índice","07 Transporte",66.018
"7654",7654,"2002M03","Índice","07 Transporte",65.007
"7655",7655,"2002M02","Índice","07 Transporte",64.089
"7656",7656,"2002M01","Índice","07 Transporte",63.805
"7657",7657,"2023M12","Variación mensual","07 Transporte",-1.2
"7658",7658,"2023M11","Variación mensual","07 Transporte",-1.5
"7659",7659,"2023M10","Variación mensual","07 Transporte",-0.9
"7660",7660,"2023M09","Variación mensual","07 Transporte",1
"7661",7661,"2023M08","Variación mensual","07 Transporte",2.9
"7662",7662,"2023M07","Variación mensual","07 Transporte",0.6
"7663",7663,"2023M06","Variación mensual","07 Transporte",0.6
"7664",7664,"2023M05","Variación mensual","07 Transporte",-1.5
"7665",7665,"2023M04","Variación mensual","07 Transporte",0.7
"7666",7666,"2023M03","Variación mensual","07 Transporte",0
"7667",7667,"2023M02","Variación mensual","07 Transporte",-0.9
"7668",7668,"2023M01","Variación mensual","07 Transporte",4.1
"7669",7669,"2022M12","Variación mensual","07 Transporte",-5
"7670",7670,"2022M11","Variación mensual","07 Transporte",0
"7671",7671,"2022M10","Variación mensual","07 Transporte",1.4
"7672",7672,"2022M09","Variación mensual","07 Transporte",-1.4
"7673",7673,"2022M08","Variación mensual","07 Transporte",-3.7
"7674",7674,"2022M07","Variación mensual","07 Transporte",-1.9
"7675",7675,"2022M06","Variación mensual","07 Transporte",4.9
"7676",7676,"2022M05","Variación mensual","07 Transporte",2.9
"7677",7677,"2022M04","Variación mensual","07 Transporte",-4.8
"7678",7678,"2022M03","Variación mensual","07 Transporte",7.1
"7679",7679,"2022M02","Variación mensual","07 Transporte",2.7
"7680",7680,"2022M01","Variación mensual","07 Transporte",1.9
"7681",7681,"2021M12","Variación mensual","07 Transporte",-0.9
"7682",7682,"2021M11","Variación mensual","07 Transporte",1
"7683",7683,"2021M10","Variación mensual","07 Transporte",2
"7684",7684,"2021M09","Variación mensual","07 Transporte",0.5
"7685",7685,"2021M08","Variación mensual","07 Transporte",0.3
"7686",7686,"2021M07","Variación mensual","07 Transporte",0.7
"7687",7687,"2021M06","Variación mensual","07 Transporte",1.1
"7688",7688,"2021M05","Variación mensual","07 Transporte",1.1
"7689",7689,"2021M04","Variación mensual","07 Transporte",0.1
"7690",7690,"2021M03","Variación mensual","07 Transporte",1.8
"7691",7691,"2021M02","Variación mensual","07 Transporte",1.4
"7692",7692,"2021M01","Variación mensual","07 Transporte",1.5
"7693",7693,"2020M12","Variación mensual","07 Transporte",1.4
"7694",7694,"2020M11","Variación mensual","07 Transporte",-0.1
"7695",7695,"2020M10","Variación mensual","07 Transporte",-0.3
"7696",7696,"2020M09","Variación mensual","07 Transporte",-0.5
"7697",7697,"2020M08","Variación mensual","07 Transporte",0
"7698",7698,"2020M07","Variación mensual","07 Transporte",1
"7699",7699,"2020M06","Variación mensual","07 Transporte",1.6
"7700",7700,"2020M05","Variación mensual","07 Transporte",-0.8
"7701",7701,"2020M04","Variación mensual","07 Transporte",-3.3
"7702",7702,"2020M03","Variación mensual","07 Transporte",-3.1
"7703",7703,"2020M02","Variación mensual","07 Transporte",-0.7
"7704",7704,"2020M01","Variación mensual","07 Transporte",0.3
"7705",7705,"2019M12","Variación mensual","07 Transporte",0.7
"7706",7706,"2019M11","Variación mensual","07 Transporte",-0.1
"7707",7707,"2019M10","Variación mensual","07 Transporte",-0.2
"7708",7708,"2019M09","Variación mensual","07 Transporte",0.2
"7709",7709,"2019M08","Variación mensual","07 Transporte",-0.1
"7710",7710,"2019M07","Variación mensual","07 Transporte",0.3
"7711",7711,"2019M06","Variación mensual","07 Transporte",-1.4
"7712",7712,"2019M05","Variación mensual","07 Transporte",0.5
"7713",7713,"2019M04","Variación mensual","07 Transporte",1.3
"7714",7714,"2019M03","Variación mensual","07 Transporte",1.1
"7715",7715,"2019M02","Variación mensual","07 Transporte",1.5
"7716",7716,"2019M01","Variación mensual","07 Transporte",0.3
"7717",7717,"2018M12","Variación mensual","07 Transporte",-2.8
"7718",7718,"2018M11","Variación mensual","07 Transporte",-1.4
"7719",7719,"2018M10","Variación mensual","07 Transporte",0.6
"7720",7720,"2018M09","Variación mensual","07 Transporte",0.4
"7721",7721,"2018M08","Variación mensual","07 Transporte",0.2
"7722",7722,"2018M07","Variación mensual","07 Transporte",-0.2
"7723",7723,"2018M06","Variación mensual","07 Transporte",0.4
"7724",7724,"2018M05","Variación mensual","07 Transporte",1.8
"7725",7725,"2018M04","Variación mensual","07 Transporte",1.1
"7726",7726,"2018M03","Variación mensual","07 Transporte",-0.1
"7727",7727,"2018M02","Variación mensual","07 Transporte",-0.6
"7728",7728,"2018M01","Variación mensual","07 Transporte",0.8
"7729",7729,"2017M12","Variación mensual","07 Transporte",0.2
"7730",7730,"2017M11","Variación mensual","07 Transporte",0.9
"7731",7731,"2017M10","Variación mensual","07 Transporte",0
"7732",7732,"2017M09","Variación mensual","07 Transporte",0.6
"7733",7733,"2017M08","Variación mensual","07 Transporte",0.8
"7734",7734,"2017M07","Variación mensual","07 Transporte",0
